Book|Chapter #|Verse #|Verse
Mateo|5|43|"Bakas takalebi panoloꞌ inin, pinaꞌin, 'Kalasahanun bagaynun duk kabunsihanun bantanun.'
Mateo|5|44|Saguwaꞌ aku, paꞌinku: kalasahanun bi bantabin duk māku-māku kaꞌam si Tuhan para si meꞌ mangalaꞌat kaꞌamin 
Mateo|5|45|supaya addatbin neppu addat Tuhanin, Samabi si surgaꞌin. Peggeꞌ Tuhanin pasilakne ellewin si meꞌ aꞌa mahāpin duk meꞌ aꞌa malaꞌatin saliꞌ-saliꞌ. Duk urunganne ulan meꞌ aꞌa mabentelin duk meꞌ aꞌa maghinangan malaꞌatin. 
Mateo|5|46|Daꞌa kaꞌam ngase-ngase weꞌ tumbasan Tuhanin kaꞌam bang iye hadja kinalasahanbin meꞌ mamalasa si kaꞌamin. Peggeꞌ bisan du meꞌ aꞌa magpāku-pāku sukey mangalibahin, kalasahande du isab mamalasa si siyehin. 
Mateo|5|47|Bang iye hadja inasipbin meꞌ bagaybin, na, gaꞌ du niyaꞌ tahinangbi pasōng hāpnen amban tahinang meꞌ sinduwehin. Bisan meꞌ aꞌa manggaꞌi mangataꞌuhan Tuhanin sa iyan du isab addatden. 
Mateo|5|48|Hangkan kaꞌam, subey kaꞌam hāp kuweꞌ hāpan Samabi si surgaꞌin."
Mateo|6|1|"Pahatul-hatul kaꞌam, daꞌa kaꞌam maghinang hāp supaya hadja kaꞌam takite weꞌ aꞌa. Peggeꞌ bang hinangbi inin supaya hadja kaꞌam takite weꞌ aꞌa, gaꞌ niyaꞌ tumbasbi amban Tuhanin, Samabi si surgaꞌin. 
Mateo|6|2|Hangkan bang kaꞌam ngurung si meꞌ aꞌa miskin, daꞌa kaꞌam magpabawag kuweꞌ meꞌ aꞌa mangurung dem langgalin duk si meꞌ lānin supaya siye pinudji weꞌ aꞌa sinduwehin. Sabennal akahante kaꞌam, bang siye pudji aꞌa, katumbasan ne siye, duk iye miyaꞌan tumbas si siyehin. 
Mateo|6|3|Saguwaꞌ kaꞌam, bang kaꞌam ngurung si meꞌ aꞌa miskin, daꞌa kaꞌam magaka-aka bisan si bagaybi manamalin 
Mateo|6|4|duk gaꞌi kataꞌuhan pangurungbin. Samabi si surgaꞌin kataꞌuhanne hininangbin bisan sipuk duk tumbasanne du kaꞌam." 
Mateo|6|5|"Bang kaꞌam ngampun si Tuhanin daꞌa kaꞌam kuweꞌ meꞌ aꞌa magmā-māhin. Peggeꞌ sinna siye ngampun si Tuhan si langgal duk si bihing lān supaya siye takite weꞌ aꞌa. Akahante kaꞌam, bang siye pudji aꞌa, katumbasan ne siye, duk iye miyaꞌan tumbas si siyehin. 
Mateo|6|6|Saguwaꞌ bang kew ngampun, pī kew dem bilik duk tambelun gawangin duk ngampun kew si Tuhan, iye Samanu gaꞌi takitehin. Samanu inin, takitene du hininangnun duk tumbasanne du kew. 
Mateo|6|7|"Bang kaꞌam ngampun, daꞌa kaꞌam missā pinatahaꞌ duk binalik-balik kuweꞌ meꞌ aꞌa manggaꞌi mangataꞌuhan Tuhanin, peggeꞌ paꞌinde weꞌ takale Tuhanin siye bang ekka bissāde. 
Mateo|6|8|Daꞌa be kaꞌam kuweꞌ siyehin peggeꞌ kataꞌuhan Samabi Tuhanin du andang bang ine meꞌ sukalbin. 
Mateo|6|9|Bang kaꞌam ngampun subey kuweꞌ inin:'O Ammaꞌ, kaꞌu sama kami si surgaꞌin, karayaw pinagaddatan ēnnun weꞌ kēmon manusiyaꞌin. 
Mateo|6|10|Karayaw weꞌ gaꞌi tiggel magbayaꞌ ne kew si kēmon manusiyaꞌ.Karayaw tinuhut kinabayaꞌannun tuꞌu si dunya sa maluꞌu si surgaꞌin. 
Mateo|6|11|Urunganun kami kinakan ellew inin. 
Mateo|6|12|Ampunun meꞌ duse kamihin kuweꞌ du isab pangampun kami meꞌ makaduse si kamihin. 
Mateo|6|13|Patalahun kami amban sassat duk elliganun kami amban nakuraꞌ seyitanin.'
Mateo|6|14|"Peggeꞌ bang ampunbi duse saweꞌbin, inampun isab kaꞌam weꞌ Samabi si surgaꞌin. 
Mateo|6|15|Saguwaꞌ bang gaꞌi ampunbi duse saweꞌbin gaꞌi isab dusebin ampun Tuhanin." 
Mateo|6|16|"Bang kaꞌam muwase, daꞌa kaꞌam kuweꞌ bantuk suse kuweꞌ meꞌ aꞌa magmā-māhin hadja. Peggeꞌ bang siye muwase, gaꞌi siye ngulaꞌup atawa magsugley supaya takite weꞌ aꞌa weꞌ magpuwase siye. Sabennal akahante kaꞌam, bang siye pudji aꞌa, katumbasan ne siye duk iye miyaꞌan tumbas si siyehin. 
Mateo|6|17|Saguwaꞌ bang kaꞌam muwase, ngulaꞌup kaꞌam duk maglanuꞌ-lanuꞌ kaꞌam 
Mateo|6|18|supaya gaꞌi kataꞌuhan sinduwehin weꞌ muwase kaꞌam. Samabi gaꞌi takitehin, takitene du hininangbin duk tumbasanne du kaꞌam." 
Mateo|6|19|"Daꞌa kaꞌam magtipun alataꞌ tuꞌu si dunya peggeꞌ mura magkaꞌat. Makajari kakan mellek atawa ginahaꞌ, atawa tinangkew bang ilangkat lumaꞌin. 
Mateo|6|20|Saguwaꞌ maghinang kaꞌam hāp supaya niyaꞌ katekkahanbi si surgaꞌ. Duk alataꞌbi iyan gaꞌi takakan mellek, gaꞌi ginahaꞌ duk gaꞌi tatangkew. 
Mateo|6|21|Peggeꞌ antag-antag pangennaꞌanbi alataꞌbin, laꞌi isab patetegan ateybin." 
Mateo|6|22|"Mataten dalil payitaꞌan si barante. Bang pastiꞌ pamayamten, hātinen, bentel hinanganten, kuweꞌ dantaꞌ tibuꞌukan baranten. 
Mateo|6|23|Saguwaꞌ bang labut pamayamten, hātinen laꞌat hinanganten, kuweꞌ lindem tibuꞌukan baranten. Bang paꞌinte weꞌ dantaꞌ dem baranten bu lindem hatiꞌ, asal lindem manamal." 
Mateo|6|24|"Gaꞌ niyaꞌ daraꞌakan makajari magbanyagaꞌ si duwe amu, peggeꞌ kabunsihanne iyan dambuwaꞌin duk kalasahanne dambuwaꞌin, atawa tuhutne teꞌed dambuwaꞌin duk gaꞌi asipne dambuwaꞌin. Bang pilakin mamahalgaꞌ si kaꞌamin, gaꞌi kaꞌam makajari maghinang isab si Tuhan. 
Mateo|6|25|"Hangkan hep paꞌinku si kaꞌam: daꞌa kaꞌam magsuse sabab kaꞌellumanbin bang ine kinakanbin duk bang ine ininumbin supaya kaꞌam ellum, atawa sabab baranbin bang ine panemmekbin. Mahalgaꞌ pe hep umulin amban kinakan, duk mahalgaꞌ pe hep baranin amban semmek. 
Mateo|6|26|Payamanun bi meꞌ manuk-manuk mapalayangin. Gaꞌi siye magtanem atawa magpagani duk gaꞌi siye magennaꞌ saguwaꞌ pakan Tuhanin siye. Bu kaꞌam, pasōng teꞌed kaꞌam mahalgaꞌ amban meꞌ manuk-manukin. 
Mateo|6|27|Sine kaꞌam tapatahaꞌbi umulbin bisan da ora bang kaꞌam magsuse? 
Mateo|6|28|Weꞌey pe pagsusehanbi sabab semmekbin? Payamanun bi meꞌ sumpingin bang saꞌingge panuligden. Gaꞌi siye maghinang, gaꞌi siye magtennun. 
Mateo|6|29|Bu paꞌin, akahante kaꞌam, bisan Sultan Sulaiman madayahan awwalley, gaꞌ du makapagsemmek hāpnen kuweꞌ dambuwaꞌ meꞌ sumping inin. 
Mateo|6|30|Bang Tuhanin tapasemmekanne pahāp-hāp meꞌ sumping sabetin bu gaꞌi du siye natas, ellum siye kuweꞌitu, pagsumu ineggas, na, kaꞌam pe gaꞌi tapasemmekanne? Asal kulang sandelbi si Tuhanin. 
Mateo|6|31|Hangkan daꞌa kaꞌam magsuse. Daꞌa kaꞌam magpaꞌin, 'Ine kinakanten bi, ine ininumten bi, ine panemmekten bi.'
Mateo|6|32|Meꞌ aꞌa manggaꞌi mangataꞌuhan Tuhanin, iye hep inin luwal pinikilden. Saguwaꞌ kaꞌam, subey kaꞌam gaꞌi magsuse peggeꞌ kataꞌuhan Samabi Tuhanin weꞌ iye inin meꞌ sukalbin. 
Mateo|6|33|Saguwaꞌ iye subey pikilun bi sabab pagbayaꞌan Tuhanin duk sabab panuhut kinabayaꞌannen. Manjari urunganne du kaꞌam kēmon sukalbi inin. 
Mateo|6|34|Hangkan hep daꞌa kaꞌam magsuse sabab sumuhin, peggeꞌ ngaꞌekka hadja kasusehanbin. Sarang ne susebi sabab ellew inin."
Mateo|7|1|"Daꞌa kaꞌam ngandiyawaꞌan saweꞌbi duk kaꞌam gaꞌi hukum Tuhanin, 
Mateo|7|2|peggeꞌ bang kaꞌam kuweꞌ bantuk ngahukum saweꞌbi, damikkiyan du isab kaꞌam hukum Tuhanin. Duk bang saꞌingge kaꞌam nakesan saweꞌbi, kuweꞌ miyaꞌan du isab takesan si kaꞌamin. 
Mateo|7|3|Kaꞌu, mangandiyawaꞌan saweꞌnun, weꞌey iye tatīknun hapak-hapak dem mata saweꞌnun, bu kaꞌu batang kayu dem matanun, bu gaꞌi tatīknu. 
Mateo|7|4|Saꞌingge kapagpaꞌinnu si saweꞌnun, 'Bagay, tuhun koꞌ, ānante hapak-hapak dem matanu lu,' bang niyaꞌ batang kayu dem di matanun. 
Mateo|7|5|Kaꞌu iyan magmā-mā hadja. Ānanun dahuꞌ batang kayuhin amban dem matanu iyan, ubus pastiꞌ ne pamayamnun ngānan hapak-hapak dem mata saweꞌnun. 
Mateo|7|6|"Daꞌa kaꞌam ngurung ine-ine sutsi si meꞌ asu, kaw kaꞌam balikde kinekkeb. Daꞌa lakasanun bi meꞌ mutsaꞌbin si bawi, kaw hadja diꞌik-diꞌikande." 
Mateo|7|7|"Māku-māku kaꞌam ubus inurungan du kaꞌam; miha kaꞌam ubus ngasuwaꞌ du kaꞌam; makipadiyalem kaꞌam ubus ilukahan du kaꞌam. 
Mateo|7|8|Peggeꞌ kēmon mamākuhin inurungan du, mamihahin ngasuwaꞌ du, duk makipadiyalemin ilukahan du. 
Mateo|7|9|Sine kaꞌam tuꞌu, bang anakbin māku kinakan si kaꞌam, urunganbi ke iye batu? 
Mateo|7|10|Atawa bang māku iye kenna, urunganbi ke iye sawe? 
Mateo|7|11|Kaꞌam, bisan kaꞌam dusehan, taꞌu du kaꞌam ngurungan anakbin meꞌ bayuꞌ-bayuꞌan mahāpin. Pasōng pe teꞌed Tuhanin, Samabi si surgaꞌin, pangurungne du si kaꞌam meꞌ bayuꞌ-bayuꞌan mahāpin bang kaꞌam māku si iye. 
Mateo|7|12|"Ine-ine kabayaꞌanbi hinang aꞌa si kaꞌam, damikkiyan isab hinangun bi si siye, peggeꞌ iyan hāti saraꞌ si Musahin duk panoloꞌ meꞌ kanabihanin." 
Mateo|7|13|"Paꞌasek kaꞌam amban tarangka makiputin. Luha tarangkahin duk mura tinuhut lān hap narkaꞌin. Ekka aꞌa nuhut lān miyaꞌan. 
Mateo|7|14|Saguwaꞌ kiput tarangkahin duk hunit tinuhut lān tudju surgaꞌin. Kulang aꞌa mangasuwaꞌ iyehin." 
Mateo|7|15|"Pahatul-hatul kaꞌam, kaw kaꞌam taboꞌo weꞌ meꞌ nabi gaꞌi bennal. Si luwasan hāp addatden, saguwaꞌ dem ateyde, laꞌatan siye kuweꞌ dalil asu bingis. 
Mateo|7|16|Takilalebi siye si meꞌ hinanganden, kuweꞌ kayuhin kataꞌuhan si buwaꞌne. Gaꞌi kite bi ngeddoꞌ buwaꞌ ubas amban puhung atawa buwaꞌ biyabas amban sampinit. 
Mateo|7|17|Kayu mahāpin hāp buwaꞌnen saguwaꞌ kayu manggaꞌi mahāpin gaꞌi isab hāp buwaꞌnen. 
Mateo|7|18|Kayu mahāpin gaꞌi buwaꞌ gaꞌi hāp duk kayu manggaꞌi mahāpin gaꞌi buwaꞌ hāp. 
Mateo|7|19|Kēmon kayu manggaꞌi magbuwaꞌ mahāpin tinebbengan duk ilakasan dem ebbut ineggas. 
Mateo|7|20|Sa iyan du isab takilalebi meꞌ nabi manggaꞌi mabennalin si meꞌ hinanganden." 
Mateo|7|21|"Dumaꞌin kēmon luwal manabbut ēnkun tapī si pagbayaꞌan Tuhanin, saguwaꞌ luwal hadja meꞌ aꞌa manuhut kabayaꞌan Samaku si surgaꞌin. 
Mateo|7|22|Bang taꞌabut ne ellew pangahukum manusiyaꞌin, ekka iyan aꞌa magpaꞌin si aku, 'Kaꞌu Panuhutan kamihin, peggeꞌ bakas kami magpalataꞌ bissā Tuhanin weꞌ balakat ēnnun, duk bakas kami magpaluwas meꞌ seyitan duk bakas kami maghinang ekka hinangan makaꞌulaliꞌ weꞌ balakat ēnnun.'
Mateo|7|23|Ubus paꞌinku iyan si siye, 'Gaꞌi kaꞌam takilaleku. Tahalaꞌ kaꞌam amban aku, kēmon kaꞌam maghinangan malaꞌatin.' " 
Mateo|7|24|"Manjari, sasuku pakale si meꞌ bissāku miyaꞌan duk tuhutne, kuweꞌ iye aꞌa pandey teꞌed mikil ngahinang lumaꞌne diyataꞌ batu. 
Mateo|7|25|Manjari tekka ulanin duk dunuk boheꞌin duk tewwaꞌ lumaꞌin weꞌ baliyu mabasagin. Saguwaꞌ gaꞌ hebbaꞌ lumaꞌin peggeꞌ hininang diyataꞌ batu. 
Mateo|7|26|Duk sasuku pakale si meꞌ bissāku miyaꞌan bu gaꞌi du tuhutne, kuweꞌ iye aꞌa dupang maghinang lumaꞌ diyataꞌ umus. 
Mateo|7|27|Manjari tekka ulanin duk dunuk boheꞌin duk tewwaꞌ lumaꞌin weꞌ baliyu mabasagin. Magtawus hebbaꞌ lumaꞌin duk jadjag teꞌed." 
Mateo|7|28|Pagubus inin bissā si Isa, ulaliꞌ meꞌ aꞌahin pagkalede usihatnen, 
Mateo|7|29|peggeꞌ magbiddaꞌ teꞌed usihat si Isahin duk usihat meꞌ guru si saraꞌ āgamahin. Peggeꞌ taga balakat si Isa bang iye missā.
Mateo|8|1|Pagdurul si Isa amban diyataꞌ kūd, asal banes manamal aꞌa nuhut iye. 
Mateo|8|2|Manjari, niyaꞌ pī pu si Isa dambuwaꞌ aꞌa inipul. Nengge aꞌahin duk tuꞌutne magpadiyawaꞌ pu si Isa duk paꞌinne, "O Tuwan, bang kew mabayaꞌ tapakawuliꞌnu ku." 
Mateo|8|3|Pinasōng weꞌ si Isa tangannen duk inantan weꞌ ne aꞌa inipulin, duk paꞌinne, "Asal mabayaꞌ ku. Kawuliꞌan ne kew." Magtawus kawuliꞌan ipulnen. 
Mateo|8|4|Paꞌin si Isa si iye, "Pakale kew, daꞌa kew magaka-aka bisan pu sine. Saguwaꞌ pī kew, pakitehanun barannun si imamin duk magkuluban kew sa pangandaꞌakan si Musahin, hinang tandaꞌ si meꞌ aꞌahin weꞌ asal kawuliꞌan ne kew." 
Mateo|8|5|Pagsakaliꞌ si Isa padiyalem si puweblo Kapernaum, niyaꞌ dambuwaꞌ kapitan si armi bangsa Roma pasampang si iye māku tabang, paꞌinne, 
Mateo|8|6|"O Tuwan, niyaꞌ dambuwaꞌ daraꞌakanku si lumaꞌ. Saki teꞌed iye, gaꞌi umusaꞌ duk peddiꞌan teꞌed manamal." 
Mateo|8|7|Paꞌin si Isa, "Aweꞌ, nuhut ku kaꞌu makoleꞌ iye." 
Mateo|8|8|Saguwaꞌ nambung kapitanin, paꞌinne, "Tuwan, daꞌa ne. Gaꞌi ku pataꞌ papituhannu si lumaꞌku peggeꞌ bangsahan kew teꞌed. Missā kew hadja duk koleꞌ du daraꞌakankun. 
Mateo|8|9|Kataꞌuhanku, peggeꞌ bisan aku, pagbayaꞌan ku weꞌ malangkew amban akuhin duk magbayaꞌ ku si meꞌ sundalukun. Bang paꞌinku si dangan, 'Pī kew,' na, pī iye. Bang paꞌinku si seddili, 'Pitu kew,' pitu iye. Duk bang paꞌinku si daraꞌakankun, 'Hinangun inin,' hinangne ne." 
Mateo|8|10|Pagkale si Isa inin, ulaliꞌ iye si binissā kapitanin. Manjari paꞌinne si meꞌ aꞌa mapatuhut si iyehin, "Sabennal akahante kaꞌam, bisan si bangsa Israꞌil gaꞌ ku bakas makadugpak aꞌa kuweꞌ kapitan inin asal sandel manamal. 
Mateo|8|11|Pakale kaꞌam, si pasōngan ekka iyan aꞌa bayuꞌ-bayuꞌan bangsa amban meꞌ lahat silangan duk seddepan ningkoloꞌ magkakanan duk disi Ibrahim, Isahak duk si Yakub laꞌi dem pagbayaꞌan Tuhanin. 
Mateo|8|12|Saguwaꞌ meꞌ aꞌa bangsa Israꞌilin, siye subey meꞌ maꞌumasek dem pagbayaꞌan Tuhanin, gaꞌi siye umasek. Pinapī siye si luwasan dem kalindeman, pinatahalaꞌ amban Tuhan. Magmatey siye laꞌi duk magtageꞌot meꞌ impenden hawal pagsusunden." 
Mateo|8|13|Ubus paꞌin si Isa si kapitanin, "Pī ne kew hap lumaꞌ. Tahinang ne si kaꞌu sa kinahagadnun." Manjari magtawus kawuliꞌan daraꞌakannen laꞌi si lumaꞌ. 
Mateo|8|14|Ubus hap pī si Isa padiyalem si lumaꞌ si Petros. Takitene matoꞌa si Petros dendehin pabāk laꞌi, saki, ilemmun. 
Mateo|8|15|Inantanan weꞌ ne tangan dendehin, manjari kawuliꞌan ne iye. Ubus dongaꞌ iye duk pinakan siye weꞌ ne. 
Mateo|8|16|Pagseddep ne ellewin, binoꞌo weꞌ meꞌ aꞌahin ekka meꞌ aꞌa pasayedan seyitan pu si Isa. Pinaluwas weꞌ ne meꞌ seyitanin amban pangandaꞌakanne hadja. Duk pinakawuliꞌ weꞌ ne kēmon aꞌa masakihin. 
Mateo|8|17|Hinangne inin duk tuman bissā Nabi Isaya dem kitabin, pinaꞌin, "Iye mangānan peddiꞌten bi duk iye mangānan sakiten bi." 
Mateo|8|18|Pagkite si Isa meꞌ aꞌa mabanes mapaliput si iyehin, paꞌinne si meꞌ tindegnen, "Sūng kite bi palipag pī si dambiyaꞌ lamew." 
Mateo|8|19|Gaꞌ pe siye tumahalaꞌ, niyaꞌ tekka guru si saraꞌ āgama pī pu si Isa, paꞌinne, "Tuwan, mabayaꞌ ku nuhut kaꞌu tungan-tungan papīhannu." 
Mateo|8|20|Nambung si Isa, paꞌinne, "Gam pe meꞌ pāhangin niyaꞌ lowangde, duk meꞌ manuk-manukin niyaꞌ sabakande. Saguwaꞌ aku, Anak Manusiyaꞌin, gaꞌ niyaꞌ pahalihanku." 
Mateo|8|21|Niyaꞌ isab dambuwaꞌ meꞌ manuhut si Isahin missā, paꞌinne, "Tuwan, pī ku dahuꞌ hap lumaꞌ. Pagubus kubulku samakun, balik saꞌ ku pitu nuhut kaꞌu." 
Mateo|8|22|Saguwaꞌ paꞌin si Isa si iye, "Ambat mamateyin kinubul weꞌ meꞌ aꞌa manggaꞌ niyaꞌ umulde salama-lamahin." 
Mateo|8|23|Ubus miyaꞌan, pasakey si Isa dem bangkaꞌ duk nuhut du isab meꞌ tindegnen. 
Mateo|8|24|Manjari bessuwang nihup baliyu mabasagin hangkan piligdu teꞌed bangkaꞌin palenneb, saguwaꞌ sasang tuli si Isa. 
Mateo|8|25|Pī meꞌ tindegnen mangun si Isa, paꞌinde, "Timbulun kite bi, Tuwan; matey kite bi inin." 
Mateo|8|26|Paꞌinne si siye, "Weꞌey kaꞌam tinalew? Kulang sandelbi si akuhin." Manjari dongaꞌ si Isa duk daꞌakne padeheng baliyuhin duk goyakin. Magtawus lamewin teddoꞌ ne teꞌed. 
Mateo|8|27|Ulaliꞌ teꞌed siye. "Aꞌahey inin?" paꞌinde. "Bisan baliyuhin duk goyakin nuhut pangandaꞌakannen." 
Mateo|8|28|Pagtekka disi Isa laꞌi si dambiyaꞌ lamew, laꞌi si lahat meꞌ aꞌa Gadara, niyaꞌ pasampang si iye duwe aꞌa pasayedan meꞌ seyitan. Paguwaꞌ siye amban meꞌ lingab pagkubulan. Laꞌatan siye manamal, hangkan gaꞌ niyaꞌ bahani palabey billaꞌi. 
Mateo|8|29|Magtawus maggasud siye, paꞌinde, "O Anak Tuhan, gaꞌ niyaꞌ lamudnu si kami. Pitu ke kew minasa kami bu gaꞌ pe taꞌabut janjiꞌ kamihin?" 
Mateo|8|30|Niyaꞌ tala-tala billaꞌi panenan bawi magsungkal. 
Mateo|8|31|Pabuyuꞌ-buyuꞌ meꞌ seyitanin pu si Isa, paꞌinde, "Bang daꞌaknu kami tahalaꞌ, padiyalemun kami magdem baran meꞌ bawi miyaꞌan." 
Mateo|8|32|Paꞌin si Isa, "Pī ne kaꞌam." Manjari paluwas meꞌ seyitanin amban aꞌahin duk padiyalem siye pī magdem baran meꞌ bawihin. Magtawus panenan bawihin magubas padurul pī si pampang magdem lamew duk lambo siye kēmon. 
Mateo|8|33|Manjari meꞌ aꞌa magipat meꞌ bawihin, magubas pī si puweblo, magaka-aka si meꞌ aꞌa malaꞌihin sabab bakas hininang si Isa si meꞌ aꞌa pasayedan seyitanin. 
Mateo|8|34|Manjari pī meꞌ aꞌa puweblo miyaꞌan pu si Isa. Buyuꞌ-buyuꞌde si Isa dinaꞌak tahalaꞌ amban lahatde.
Mateo|9|1|Pasakey si Isa magdem bangkaꞌ duk palipag siye pī si dambiyaꞌ lamew, pī balik si puweblone. 
Mateo|9|2|Niyaꞌ meꞌ aꞌa pī si iye moꞌo aꞌa matey barannen. Pabāk iye diyataꞌ pabākanne. Pagtakite si Isa weꞌ sandel teꞌed siye si iye, paꞌinne si aꞌa mamatey barannen, "Pahāpun ateynun, bagay, taꞌampun ne meꞌ dusenun." 
Mateo|9|3|Niyaꞌ laꞌi meꞌ guru si saraꞌ āgama. Paꞌinde dem ateyde, "Missā aꞌa inin kuweꞌ Tuhanin iye." 
Mateo|9|4|Saguwaꞌ kataꞌuhan si Isa bang ine pinikilden duk paꞌinne si siye, "Weꞌey teꞌ laꞌat tapikilbin? 
Mateo|9|5|Ine mamurahin, pinaꞌin, 'Inampun ne dusenun,' atawa, 'Dongaꞌ kew bu nu ne lumengngan.'
Mateo|9|6|Pakoleꞌku aꞌa inin supaya kataꞌuhanbi weꞌ aku, Anak Manusiyaꞌin, taga kapatut tuꞌu si dunya ngampun meꞌ duse." Manjari paꞌin si Isa si aꞌa mamatey barannen, "Dongaꞌ kew, boꞌohun pabākannun bu nu ne hap lumaꞌ." 
Mateo|9|7|Manjari dongaꞌ aꞌa masakihin duk hap lumaꞌ ne iye. 
Mateo|9|8|Pagkite meꞌ aꞌahin miyaꞌan, asekan talew siye. Pinudji weꞌ de Tuhanin peggeꞌ ngurung iye kapatut si manusiyaꞌ ngahinang kuweꞌ miyaꞌan. 
Mateo|9|9|Palanjal ne si Isa billaꞌi. Na, paglanjalne, ngite iye dambuwaꞌ aꞌa inēnan Mateo ningkoloꞌ laꞌi si upisinane pagbayed-bayedan sukeyin. Paꞌin si Isa si iye, "Dayiꞌ kew, nuhut kew aku." Manjari kuwat si Mateo duk nuhut ne iye si Isa. 
Mateo|9|10|Manjari mangan si Isa laꞌi si lumaꞌ Mateo. Ekka isab meꞌ aꞌa magpāku-pāku sukey duk meꞌ aꞌa dusehan sinduwehin hap pī duk ningkoloꞌ siye mangan pasumbayaꞌ pu si Isa duk meꞌ tindegnen. 
Mateo|9|11|Niyaꞌ meꞌ Pariseo laꞌi. Pagkitede inin, paꞌinde si meꞌ tindeg si Isahin, "Weꞌey gurubin palamud magkakanan duk meꞌ aꞌa magpāku-pāku sukey duk meꞌ aꞌa dusehan sinduwehin?" 
Mateo|9|12|Pagkale si Isa inin, paꞌinne si siye, "Meꞌ aꞌa saki hep hap doktolin. Bang meꞌ makoleꞌin, gaꞌ niyaꞌ gunane hap doktol. 
Mateo|9|13|Hapalun bi bang ine hāti bissā inin tasulat dem kitab, pinaꞌin, 'Gaꞌi mahalgaꞌ si aku kulubanin. Saguwaꞌ iye kabayaꞌankun weꞌ maꞌaseꞌ kaꞌam si saweꞌbi.' " Paꞌin si Isa pe, "Dumaꞌin ku pitu miha meꞌ aꞌa mabentelin, saguwaꞌ pitu ku miha meꞌ aꞌa dusehanin." 
Mateo|9|14|Manjari hap pī meꞌ tindeg Yahiyahin pu si Isa duk paꞌinde, "Saꞌingge iyan, kami duk meꞌ Pariseohin magpuwase. Weꞌey gaꞌi magpuwase meꞌ tindegnun?" 
Mateo|9|15|Sambungan si Isa siye si dalilan. Pasaliꞌne meꞌ tindegnen si meꞌ aꞌa si pagkawinan. Paꞌinne, "Suse ke meꞌ aꞌa si pagkawinanin samantaꞌan laꞌi pe si siye pangantin lellahin? Gaꞌi. Saguwaꞌ si sinōng inin, bang ineddoꞌ ne amban siye pangantin lellahin, meke ne siye muwase." 
Mateo|9|16|Manjari magdalilan si Isa sabab panoloꞌ matuꞌuhin duk panoloꞌnen. Paꞌinne, "Gaꞌ niyaꞌ aꞌa matopak tela baꞌahu, gaꞌ pe kadekdakan, pī si semmek andang. Peggeꞌ bang sa īꞌne, garet balik semmek maꞌandangin duk namba ngaluha garetnen." 
Mateo|9|17|Pinasaliꞌ isab weꞌ si Isa toloꞌnen si boheꞌ ubas baꞌahu inisi dem puyuꞌ kuwit kambing. Paꞌinne, "Gaꞌ du isab niyaꞌ ngisi boheꞌ ubas baꞌahu, mukal-mukal pe, dem puyuꞌ andang. Peggeꞌ bang sa īꞌne, buslad puyuꞌin. Manjari buꞌus boheꞌ ubasin duk magkaꞌat puyuꞌin. Saguwaꞌ subey inisi boheꞌ ubas baꞌahuhin dem puyuꞌ baꞌahu. Manjari saliꞌ-saliꞌ siye gaꞌi magkaꞌat." 
Mateo|9|18|Sasangne pe mamissā si siyehin, niyaꞌ tekka pī dambuwaꞌ nakuraꞌ si langgal. Pasujud iye pu si Isa duk paꞌinne, "Bahu matey du anakku dende-dendehin. Saguwaꞌ bisan sa īꞌen, dayiꞌ kew bettadun tangannun si iye duk ellum du iye." 
Mateo|9|19|Manjari pī ne si Isa nuhut duk meꞌ tindegnen. 
Mateo|9|20|Manjari, niyaꞌ laꞌi dende saki, luwal paguwaꞌan lahaꞌ. Sampūꞌ duk duwen tahun ne kemuwe kasakinen. Pī iye patapit si bukutan si Isa bu pī inantan weꞌ ne tuggu badjuꞌ si Isahin. 
Mateo|9|21|Paꞌinne dem pikilanne, "Bang hadja taꞌantanku badjuꞌnen asal kawuliꞌan ku." 
Mateo|9|22|Manjari padeheng si Isa duk hinarap weꞌ ne meꞌ aꞌa si dambulihannen. Pagkitene dendehin, paꞌinne si iye, "Pahāpun ateynun, dende. Kawuliꞌan ne kew peggeꞌ sandel kew si aku." Duk magtawus kawuliꞌan dendehin. 
Mateo|9|23|Pagtekka si Isa laꞌi si lumaꞌ nakuraꞌin, ngite iye meꞌ aꞌa magsuling duk banes aꞌa magmatey. 
Mateo|9|24|Paꞌinne si siye, "Pī kaꞌam tahalaꞌ. Dumaꞌin hep matey dendehin, saguwaꞌ tuli hadja." Pinagsayehan iye weꞌ de. 
Mateo|9|25|Pagubus ne dinaꞌak pabukut meꞌ aꞌahin, padiyalem si Isa si bilik dendehin duk inantan weꞌ ne tangannen duk dongaꞌ ne dendehin. 
Mateo|9|26|Manjari, aka-aka sabab inin ngabawag si tibuꞌukan lahat miyaꞌan. 
Mateo|9|27|Palanjal ne si Isa billaꞌi. Sasangne si lānin, niyaꞌ duwe aꞌa pessek paturul si iye. Ngalingan siye papales, paꞌinde, "O tubuꞌ Sultan Daꞌud, maꞌaseꞌ ne kew si kami." 
Mateo|9|28|Manjari pagdiyalem si Isa dem lumaꞌ, patapit pī si iye meꞌ aꞌa pessek miyaꞌan. Paꞌin si Isa si siye, "Kahagad ke kaꞌam weꞌ tapakawuliꞌku kaꞌam?" "Aweꞌ, Tuwan," paꞌinde. 
